sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.2777;-0.2592;9.4151;1.19;-0.3511;9.7278;0.1132;0.0845;-0.1043;-0.02;0.09;0.0;1.1789;709.02;105.24;101.1;279.17;2.05;-6.97;50.723;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;6 / 10;"$GPGSV,3,3,10,18,04,153,,29,12,085,*77::$GPGGA,102757,2101.118633,N,10547.071147,E,1,06,1.0,8.8,M,-21.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102757,A,2101.118633,N,10547.071147,E,0.0,,221216,1.4,W,A*2F::$GPGSA,A,3,03,14,22,26,31,32,,,,,,,1.4,1.0,0.9*3E";1707075;2016-12-22 17:27:57:308
1.0992;-0.1401;9.565;1.1581;-0.3311;9.7324;-0.0401;0.1856;-0.0089;0.01;-0.03;0.03;1.0105;709.02;105.18;100.86;279.12;1.94;-6.79;46.732;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,30,202,,18,04,153,,25,20,037,,29,12,085,*70::$GPGGA,102758,2101.118633,N,10547.071148,E,1,07,1.0,8.8,M,-21.0,M,,*63::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102758,A,2101.118633,N,10547.071148,E,0.0,,221216,1.4,W,A*2F::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.4,1.0,0.9*3F";1708075;2016-12-22 17:27:58:308
1.1873;-0.2496;9.4413;1.1523;-0.2221;9.7362;0.061;-0.0326;-0.0746;0.01;-0.03;0.06;0.8421;709.44;104.76;101.28;278.96;1.3;-6.75;51.378;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,30,202,,18,04,153,,25,20,037,,29,12,085,*70::$GPGGA,102759,2101.118637,N,10547.071146,E,1,07,1.0,8.8,M,-21.0,M,,*68::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102759,A,2101.118637,N,10547.071146,E,0.0,,221216,1.4,W,A*24::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.4,1.0,0.9*3F";1709075;2016-12-22 17:27:59:308
1.0349;-0.2163;9.6008;1.1061;-0.2637;9.7405;-0.0538;0.0432;0.0133;-0.02;0.03;0.06;1.1789;709.08;105.06;101.04;279.0;1.54;-6.48;57.096;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,30,202,,18,04,153,,25,20,037,,29,12,085,*70::$GPGGA,102800,2101.118642,N,10547.071144,E,1,07,1.0,8.8,M,-21.0,M,,*6B::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102800,A,2101.118642,N,10547.071144,E,0.0,,221216,1.4,W,A*27::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.4,1.0,0.9*3F";1710076;2016-12-22 17:28:00:309
0.8588;-0.3472;9.7341;1.0324;-0.3054;9.7474;-0.1606;-0.0457;0.1102;0.01;0.09;0.06;0.9263;709.26;105.48;100.74;279.03;1.78;-6.05;63.893;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,30,202,,18,04,153,,29,12,085,*72::$GPGGA,102801,2101.118651,N,10547.071141,E,1,08,1.0,8.8,M,-21.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102801,A,2101.118651,N,10547.071141,E,0.0,,221216,1.4,W,A*21::$GPGSA,A,3,03,10,14,22,25,26,31,32,,,,,1.4,1.0,0.9*38";1711075;2016-12-22 17:28:01:308
0.9706;-0.2234;9.5936;0.9884;-0.3053;9.7519;-0.0057;0.0781;-0.0391;-0.02;0.0;0.06;0.0;709.38;105.18;101.34;279.02;1.78;-5.79;70.859;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,30,202,,18,04,153,,29,12,085,*42::$GPGGA,102802,2101.118661,N,10547.071139,E,1,07,1.0,8.9,M,-21.0,M,,*63::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102802,A,2101.118661,N,10547.071139,E,0.0,,221216,1.4,W,A*2E::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.4,1.0,0.9*3F";1712074;2016-12-22 17:28:02:307
0.9445;-0.1663;9.4413;0.9697;-0.2355;9.7558;-0.0067;0.0647;-0.128;0.01;-0.12;0.06;0.1684;709.74;104.94;101.16;278.93;1.52;-5.68;56.221;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,30,202,,18,04,153,,25,20,037,,29,12,085,*70::$GPGGA,102803,2101.118669,N,10547.071139,E,1,07,1.0,8.9,M,-21.0,M,,*6A::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102803,A,2101.118669,N,10547.071139,E,0.0,,221216,1.4,W,A*27::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.4,1.0,0.9*3F";1713075;2016-12-22 17:28:03:308
0.8588;-0.6138;9.6841;0.9483;-0.369;9.7537;-0.0742;-0.2508;0.0875;0.01;-0.09;0.06;0.7579;709.56;104.58;101.04;279.07;2.16;-5.55;56.514;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,30,202,,18,04,153,,29,12,085,*72::$GPGGA,102804,2101.118677,N,10547.071139,E,1,08,1.0,8.9,M,-21.0,M,,*6D::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102804,A,2101.118677,N,10547.071139,E,0.0,,221216,1.4,W,A*2F::$GPGSA,A,3,03,10,14,22,25,26,31,32,,,,,1.4,1.0,0.9*38";1714074;2016-12-22 17:28:04:307
0.9659;-0.4758;9.6484;0.9208;-0.4836;9.7513;0.052;0.0042;-0.0305;0.01;-0.15;0.03;0.8421;708.84;105.0;100.68;279.23;2.83;-5.39;63.556;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 11;"$GPGSV,3,3,11,01,03,274,,16,30,202,,18,04,153,*44::$GPGGA,102805,2101.118689,N,10547.071138,E,1,08,0.9,8.9,M,-21.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102805,A,2101.118689,N,10547.071138,E,0.0,,221216,1.4,W,A*2E::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.2,0.9,0.8*3B";1715075;2016-12-22 17:28:05:308
0.7731;-0.3782;9.7721;0.9056;-0.431;9.7552;-0.127;0.0502;0.0765;0.01;-0.06;0.06;0.9263;709.8;104.34;101.04;279.06;2.52;-5.3;50.689;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,30,202,,18,04,153,,25,20,037,*46::$GPGGA,102806,2101.118696,N,10547.071138,E,1,07,0.9,8.9,M,-21.0,M,,*66::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102806,A,2101.118696,N,10547.071138,E,0.0,,221216,1.4,W,A*23::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.2,0.9,0.8*30";1716075;2016-12-22 17:28:06:308
1.0063;-0.4044;9.5484;0.9308;-0.3799;9.755;0.0851;-0.0283;-0.1059;-0.02;-0.06;0.03;0.9263;709.38;105.24;101.16;279.09;2.22;-5.45;58.969;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,30,202,,18,04,153,,25,20,037,,29,12,085,*70::$GPGGA,102807,2101.118699,N,10547.071138,E,1,07,0.9,8.9,M,-21.0,M,,*68::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102807,A,2101.118699,N,10547.071138,E,0.0,,221216,1.4,W,A*2D::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.2,0.9,0.8*30";1717075;2016-12-22 17:28:07:308
0.8754;-0.4353;9.6626;0.9535;-0.2655;9.7566;-0.0582;-0.1753;0.1091;0.04;-0.1;0.01;0.5895;709.74;104.88;100.86;278.93;1.55;-5.58;58.645;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,30,202,,18,04,153,,25,20,037,,29,12,085,*70::$GPGGA,102808,2101.118699,N,10547.071138,E,1,07,0.9,8.9,M,-21.0,M,,*67::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102808,A,2101.118699,N,10547.071138,E,0.0,,221216,1.4,W,A*22::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.2,0.9,0.8*30";1718075;2016-12-22 17:28:08:308
1.073;-0.302;9.4246;1.0175;-0.3391;9.7478;0.0781;0.0296;-0.1069;0.04;-0.07;0.01;0.9263;708.96;104.82;101.1;279.07;1.98;-5.96;60.793;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,30,202,,18,04,153,,25,20,037,,29,12,085,*70::$GPGGA,102809,2101.118701,N,10547.071137,E,1,07,0.9,8.9,M,-21.0,M,,*69::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102809,A,2101.118701,N,10547.071137,E,0.0,,221216,1.4,W,A*2C::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.2,0.9,0.8*30";1719075;2016-12-22 17:28:09:308
1.0254;-0.4996;9.6365;1.0761;-0.4461;9.7372;-0.0336;-0.0606;0.0543;-0.05;0.12;0.01;0.5895;709.38;104.52;101.1;279.25;2.61;-6.31;66.878;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,30,202,,18,04,153,,25,20,037,*76::$GPGGA,102810,2101.118700,N,10547.071138,E,1,08,1.0,8.9,M,-21.0,M,,*68::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102810,A,2101.118700,N,10547.071138,E,0.0,,221216,1.4,W,A*2A::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.3,1.0,0.8*32";1720076;2016-12-22 17:28:10:309
0.7731;-0.1758;9.5317;1.0144;-0.3701;9.747;-0.2234;0.1877;-0.0434;0.01;0.12;0.01;0.1684;709.5;104.52;101.28;279.12;2.16;-5.94;64.985;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,31,202,,18,04,153,,25,20,037,*77::$GPGGA,102811,2101.118699,N,10547.071139,E,1,08,1.0,8.9,M,-21.0,M,,*69::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102811,A,2101.118699,N,10547.071139,E,0.0,,221216,1.4,W,A*2B::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.3,1.0,0.8*32";1721075;2016-12-22 17:28:11:308
0.7302;-0.1497;9.5603;1.0202;-0.3596;9.7468;-0.274;0.2043;-0.0336;-0.02;0.02;-0.02;0.1684;709.14;104.82;100.8;279.1;2.1;-5.98;59.009;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;6 / 10;"$GPGSV,3,3,10,18,04,153,,25,20,037,*73::$GPGGA,102812,2101.118698,N,10547.071141,E,1,06,1.0,8.9,M,-21.0,M,,*6A::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102812,A,2101.118698,N,10547.071141,E,0.0,,221216,1.4,W,A*26::$GPGSA,A,3,10,14,22,26,31,32,,,,,,,1.3,1.0,0.8*3A";1722075;2016-12-22 17:28:12:308
1.1563;-0.1949;9.565;1.1769;-0.3416;9.7298;0.0012;0.1404;0.0153;0.01;-0.04;-0.02;0.2526;709.08;104.46;101.1;279.07;2.0;-6.9;61.593;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;6 / 10;"$GPGSV,3,3,10,18,04,153,,25,20,037,*73::$GPGGA,102813,2101.118698,N,10547.071141,E,1,06,1.0,8.9,M,-21.0,M,,*6B::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102813,A,2101.118698,N,10547.071141,E,0.0,,221216,1.4,W,A*27::$GPGSA,A,3,10,14,22,26,31,32,,,,,,,1.3,1.0,0.8*3A";1723077;2016-12-22 17:28:13:310
1.0801;-0.5519;9.7436;1.1761;-0.4192;9.7268;-0.0818;-0.1378;0.1336;-0.08;0.08;-0.02;0.7579;709.62;104.64;101.16;279.25;2.45;-6.89;65.12;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,31,202,,18,04,153,,25,20,037,,29,12,085,*71::$GPGGA,102814,2101.118702,N,10547.071144,E,1,07,1.0,8.9,M,-21.0,M,,*6A::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102814,A,2101.118702,N,10547.071144,E,0.0,,221216,1.4,W,A*27::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1724075;2016-12-22 17:28:14:308
1.1968;-0.1639;9.5127;1.2276;-0.4268;9.7201;-0.0167;0.258;-0.0962;-0.08;-0.04;-0.05;0.6737;709.08;104.64;101.16;279.3;2.49;-7.2;71.204;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,31,202,,18,04,153,,25,20,037,,29,12,085,*71::$GPGGA,102815,2101.118714,N,10547.071145,E,1,07,1.0,8.9,M,-21.0,M,,*6D::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102815,A,2101.118714,N,10547.071145,E,0.0,,221216,1.4,W,A*20::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1725076;2016-12-22 17:28:15:309
1.1777;-0.1354;9.4556;1.212;-0.3354;9.7257;-0.0136;0.1943;-0.1039;-0.02;-0.04;0.01;0.5053;709.14;105.0;100.92;279.15;1.96;-7.1;54.917;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,31,202,,18,04,153,,25,20,037,*77::$GPGGA,102816,2101.118726,N,10547.071147,E,1,08,1.0,8.9,M,-21.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102816,A,2101.118726,N,10547.071147,E,0.0,,221216,1.4,W,A*20::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.3,1.0,0.8*32";1726075;2016-12-22 17:28:16:308
1.2182;-0.4567;9.4246;1.2255;-0.3263;9.7243;0.0214;-0.1381;-0.0727;-0.05;0.12;0.01;0.9263;709.08;104.82;101.04;279.15;1.91;-7.18;61.725;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,31,202,,18,03,153,,25,20,037,*40::$GPGGA,102817,2101.118733,N,10547.071148,E,1,07,1.0,8.9,M,-21.0,M,,*67::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102817,A,2101.118733,N,10547.071148,E,0.0,,221216,1.4,W,A*2A::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1727075;2016-12-22 17:28:17:308
1.2753;-0.4686;9.565;1.2104;-0.3845;9.7241;0.085;-0.0905;0.0019;0.01;-0.1;0.04;0.6737;709.02;104.94;100.56;279.23;2.25;-7.1;47.174;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,31,202,,18,03,153,,25,20,037,*40::$GPGGA,102818,2101.118733,N,10547.071148,E,1,07,1.0,8.9,M,-21.0,M,,*68::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102818,A,2101.118733,N,10547.071148,E,0.0,,221216,1.4,W,A*25::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1728074;2016-12-22 17:28:18:307
0.9849;-0.3306;9.696;1.1308;-0.396;9.7332;-0.2287;-0.1456;0.1354;0.08;0.01;0.0;0.5895;708.96;104.94;99.96;279.21;2.24;-6.92;58.423;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,31,202,,18,03,153,,25,20,037,,29,12,085,*76::$GPGGA,102819,2101.118740,N,10547.071150,E,1,07,1.0,8.9,M,-21.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102819,A,2101.118740,N,10547.071150,E,0.0,,221216,1.4,W,A*29::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1729075;2016-12-22 17:28:19:308
1.1825;-0.3163;9.4421;1.1206;-0.3024;9.7377;0.0866;-0.0206;-0.0804;0.01;-0.05;0.06;0.6737;709.5;105.84;100.92;279.15;1.77;-6.56;57.959;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,31,202,,18,03,153,,25,20,037,,29,12,085,*76::$GPGGA,102820,2101.118740,N,10547.071151,E,1,07,1.0,8.9,M,-21.0,M,,*6F::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102820,A,2101.118740,N,10547.071151,E,0.0,,221216,1.4,W,A*22::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1730075;2016-12-22 17:28:20:308
1.1992;-0.4496;9.5008;1.0408;-0.3723;9.7441;-0.0285;0.0138;0.0771;-0.01;-0.11;0.08;0.6737;709.44;105.12;101.1;279.13;2.18;-6.1;56.895;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,31,202,,18,03,153,,25,20,037,*70::$GPGGA,102821,2101.118740,N,10547.071153,E,1,08,1.0,8.9,M,-21.0,M,,*63::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102821,A,2101.118740,N,10547.071153,E,0.0,,221216,1.4,W,A*21::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.3,1.0,0.8*32";1731074;2016-12-22 17:28:21:307
1.2729;-0.4305;9.4627;1.0594;-0.3726;9.7421;-0.0192;0.1127;-0.0283;-0.08;0.06;0.04;0.6737;709.26;104.88;100.74;279.14;2.18;-6.21;58.448;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,31,202,,18,03,153,,25,20,037,*70::$GPGGA,102822,2101.118738,N,10547.071156,E,1,08,1.0,8.9,M,-21.0,M,,*6A::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102822,A,2101.118738,N,10547.071156,E,0.0,,221216,1.4,W,A*28::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.3,1.0,0.8*32";1732074;2016-12-22 17:28:22:307
1.1301;-0.5305;9.6055;1.0581;-0.3687;9.7424;3.0E-4;0.1538;-0.0276;0.11;-0.23;0.08;0.8421;708.96;104.94;100.68;279.13;2.15;-6.2;57.095;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,31,202,,18,03,153,,25,20,037,*40::$GPGGA,102823,2101.118738,N,10547.071159,E,1,07,1.0,8.9,M,-21.0,M,,*6B::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102823,A,2101.118738,N,10547.071159,E,0.0,,221216,1.4,W,A*26::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1733076;2016-12-22 17:28:23:309
1.069;-0.0949;9.5047;1.058;-0.323;9.7441;0.0293;0.2225;-0.0715;-0.06;0.29;0.04;0.5895;709.14;104.94;101.46;279.07;1.89;-6.2;50.931;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,31,202,,18,03,153,,25,20,037,,29,12,085,*76::$GPGGA,102824,2101.118738,N,10547.071163,E,1,07,1.0,8.9,M,-21.0,M,,*65::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102824,A,2101.118738,N,10547.071163,E,0.0,,221216,1.4,W,A*28::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1734075;2016-12-22 17:28:24:308
1.1587;-0.1711;9.4984;1.0557;-0.3616;9.7429;0.004;0.1369;-0.086;-0.08;0.37;0.03;0.5895;709.02;105.3;100.68;279.12;2.11;-6.18;64.865;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,31,202,,18,03,153,,25,20,037,,29,12,085,*76::$GPGGA,102825,2101.118741,N,10547.071166,E,1,07,1.0,8.9,M,-21.0,M,,*6F::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102825,A,2101.118741,N,10547.071166,E,0.0,,221216,1.4,W,A*22::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.3,1.0,0.8*39";1735075;2016-12-22 17:28:25:308
0.9873;-0.2425;9.4913;1.0606;-0.3786;9.7418;0.0286;-0.1212;0.0599;-0.01;-0.01;0.03;0.6737;709.2;104.82;101.16;279.15;2.21;-6.21;66.746;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,31,202,,18,03,153,,29,12,085,*74::$GPGGA,102826,2101.118747,N,10547.071169,E,1,08,0.9,8.9,M,-21.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102826,A,2101.118747,N,10547.071169,E,0.0,,221216,1.4,W,A*28::$GPGSA,A,3,03,10,14,22,25,26,31,32,,,,,1.2,0.9,0.8*37";1736075;2016-12-22 17:28:26:308
1.0587;-0.3639;9.5389;1.0488;-0.3768;9.7431;-0.0097;-0.1574;0.0578;-0.02;0.19;0.08;0.6737;709.5;105.24;100.92;279.14;2.2;-6.14;58.682;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,31,202,,18,03,153,,29,12,085,*44::$GPGGA,102827,2101.118752,N,10547.071172,E,1,07,0.9,8.9,M,-21.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102827,A,2101.118752,N,10547.071172,E,0.0,,221216,1.4,W,A*27::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.2,0.9,0.8*30";1737076;2016-12-22 17:28:27:309
1.0643;-0.1798;9.4778;1.0555;-0.3523;9.7433;0.0266;0.1665;-0.1012;-0.14;0.25;0.06;0.5895;709.86;105.18;101.28;279.1;2.06;-6.18;60.683;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 12;"$GPGSV,3,3,12,16,31,202,,18,03,153,,25,20,037,,29,12,085,*76::$GPGGA,102828,2101.118759,N,10547.071174,E,1,07,0.9,8.9,M,-21.0,M,,*60::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102828,A,2101.118759,N,10547.071174,E,0.0,,221216,1.4,W,A*25::$GPGSA,A,3,03,10,14,22,26,31,32,,,,,,1.2,0.9,0.8*30";1738075;2016-12-22 17:28:28:308
0.9587;-0.2234;9.6008;1.0616;-0.3505;9.7427;0.0463;0.203;-0.1169;0.0;0.12;0.03;0.6737;709.26;105.06;100.98;279.11;2.05;-6.22;61.788;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,31,202,,18,03,153,,29,12,085,*74::$GPGGA,102829,2101.118765,N,10547.071175,E,1,08,1.0,8.9,M,-21.0,M,,*68::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102829,A,2101.118765,N,10547.071175,E,0.0,,221216,1.4,W,A*2A::$GPGSA,A,3,03,10,14,22,25,26,31,32,,,,,1.4,1.0,0.9*38";1739074;2016-12-22 17:28:29:307
1.1063;-0.7614;9.6888;1.0551;-0.3615;9.743;-0.0029;-0.0818;0.108;0.05;-0.13;0.05;0.6737;709.68;105.18;101.22;279.11;2.11;-6.18;53.805;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 11;"$GPGSV,3,3,11,01,03,274,,16,31,202,,18,03,153,*42::$GPGGA,102830,2101.118771,N,10547.071175,E,1,08,0.9,8.9,M,-21.0,M,,*6D::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102830,A,2101.118771,N,10547.071175,E,0.0,,221216,1.4,W,A*27::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.2,0.9,0.8*3B";1740076;2016-12-22 17:28:30:309
0.8373;-0.0497;9.4865;1.0637;-0.38;9.7414;0.0024;-0.1306;0.0623;0.09;-0.12;0.09;0.5053;709.02;104.64;101.34;279.16;2.27;-6.14;59.855;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;8 / 12;"$GPGSV,3,3,12,01,03,274,,16,31,202,,18,03,153,,25,20,037,*70::$GPGGA,102831,2101.118773,N,10547.071177,E,1,08,0.9,8.9,M,-21.0,M,,*6C::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102831,A,2101.118773,N,10547.071177,E,0.0,,221216,1.4,W,A*26::$GPGSA,A,3,03,10,14,22,26,29,31,32,,,,,1.2,0.9,0.8*3B";1741075;2016-12-22 17:28:31:308
1.0833;-0.4623;9.5555;1.0616;-0.342;9.743;0.0408;-0.1265;-0.012;0.0;0.25;0.06;0.6737;709.86;105.18;100.98;279.1;2.06;-6.2;59.237;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,31,202,,18,03,153,,25,20,037,*40::$GPGGA,102832,2101.118773,N,10547.071177,E,1,07,0.9,8.9,M,-21.0,M,,*60::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102832,A,2101.118773,N,10547.071177,E,0.0,,221216,1.4,W,A*25::$GPGSA,A,3,03,10,14,22,26,29,32,,,,,,1.2,0.9,0.8*39";1742076;2016-12-22 17:28:32:309
0.9516;-0.3568;9.6198;1.0646;-0.3819;9.7412;-0.0421;-0.0571;-0.006;-0.04;0.01;0.03;0.5895;709.62;105.12;101.34;279.14;2.22;-6.25;58.61;21.018642;105.78452;-39.03;31.198939023800342;0.0;12.903226;;7 / 11;"$GPGSV,3,3,11,16,31,202,,18,03,153,,25,20,037,*40::$GPGGA,102833,2101.118773,N,10547.071177,E,1,07,0.9,8.9,M,-21.0,M,,*61::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,102833,A,2101.118773,N,10547.071177,E,0.0,,221216,1.4,W,A*24::$GPGSA,A,3,03,10,14,22,26,29,32,,,,,,1.2,0.9,0.8*39";1743075;2016-12-22 17:28:33:308
