sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.4335;4.3421;8.9628;-2.2167;3.9399;8.7025;-0.461;0.7519;0.4776;-6.48;-1.03;-2.4;0.4211;722.88;29.82;33.6;276.91;-23.69;14.29;50.398;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,62,354,,71,07,142,,72,55,125,*7C::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";74;2016-12-22 16:59:30:307
2.437;1.3071;12.331;0.067;1.2662;9.7243;-1.6819;-0.7155;1.0575;7.05;10.9;-14.0;1.3474;710.52;32.46;59.16;271.89;-7.42;-0.39;52.284;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,62,354,,71,07,142,,72,55,125,*7C::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";1075;2016-12-22 16:59:31:308
0.1589;-0.3258;7.9297;0.8891;-1.1565;9.6976;1.2482;-2.8085;-2.2777;1.63;22.01;-23.82;1.6842;0.0;0.0;0.0;271.9;-3.07;-11.89;63.18;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";2075;2016-12-22 16:59:32:308
-1.1907;2.1307;10.4744;0.3323;-0.8079;9.7677;5.4225;3.914;10.4038;18.1;-88.18;14.98;0.5895;633.42;43.5;92.82;274.75;4.73;-1.95;59.542;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";3075;2016-12-22 16:59:33:308
-1.3883;0.2145;5.2637;0.3201;-0.8411;9.7653;-0.5832;2.7696;7.8425;-3.69;44.9;29.66;0.0842;592.14;39.78;28.32;274.25;4.92;-1.88;54.72;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";4074;2016-12-22 16:59:34:307
1.6205;-1.1994;8.3701;0.7334;-1.2285;9.7017;-2.2952;2.7817;0.7133;8.67;-6.54;-11.98;0.0842;796.62;56.04;183.18;276.28;7.2;-4.32;50.752;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";5075;2016-12-22 16:59:35:308
0.2518;-0.5472;9.8293;0.7502;-0.9111;9.7354;-0.5622;0.4821;0.4448;-0.26;-0.48;0.07;0.0842;890.94;66.24;231.54;276.4;5.9;-4.91;44.239;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";6075;2016-12-22 16:59:36:308
-0.7194;-0.2449;10.0721;0.2946;-0.919;9.7591;0.5243;0.1618;-0.8395;-4.7;12.37;-0.69;0.0842;833.46;61.32;195.3;275.42;4.24;-2.67;49.008;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";7074;2016-12-22 16:59:37:307
0.0542;-0.3853;9.6222;0.1597;-0.5365;9.7907;-0.061;0.1355;0.0588;0.04;-0.02;0.04;0.0842;679.14;52.14;94.32;274.93;3.48;-1.16;48.75;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";8077;2016-12-22 16:59:38:310
0.028;-0.4496;9.6603;0.0814;-0.4241;9.7971;-0.0485;0.0683;-0.0094;0.13;0.32;0.01;0.0842;676.92;51.78;95.58;274.8;2.68;-0.53;47.543;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";9075;2016-12-22 16:59:39:308
0.078;-0.3282;9.6603;0.0716;-0.3933;9.7985;0.0206;-0.0167;0.042;0.04;0.01;0.04;0.0842;679.74;51.84;94.32;274.71;2.31;-0.39;50.007;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";10075;2016-12-22 16:59:40:308
0.078;-0.3472;9.5579;0.0419;-0.413;9.7979;-0.0506;0.0516;-0.0406;-0.05;0.01;0.04;0.0842;681.6;50.82;94.08;274.63;2.48;-0.32;49.376;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";11075;2016-12-22 16:59:41:308
0.0851;-1.2208;9.6246;0.0755;-0.4867;9.7943;-0.0163;-0.0706;-0.0118;-0.02;-0.02;0.04;0.0842;680.1;47.46;94.2;274.37;2.84;-0.44;56.574;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";12075;2016-12-22 16:59:42:308
0.0994;-0.4329;9.6603;0.0568;-0.4121;9.7978;-0.0174;0.0169;-0.009;-0.02;-0.02;0.04;0.0842;677.88;49.5;94.74;274.48;2.41;-0.33;35.851;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";13075;2016-12-22 16:59:43:308
0.078;-0.4163;9.6555;0.0554;-0.3943;9.7986;-0.0088;-0.0133;-0.0083;-0.05;-0.08;0.01;0.1684;677.76;49.68;94.14;274.55;2.3;-0.32;58.532;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";14074;2016-12-22 16:59:44:307
0.0851;-0.3782;9.6055;0.0542;-0.3906;9.7987;0.0302;0.0142;-0.022;-0.02;0.07;0.04;0.0842;677.82;49.38;94.68;274.46;2.27;-0.29;50.205;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";15076;2016-12-22 16:59:45:309
0.0923;-0.3758;9.6388;0.0604;-0.3868;9.7988;0.0138;0.0295;0.0105;-0.08;0.07;0.01;0.0842;677.88;49.38;94.86;274.47;2.3;-0.32;52.756;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";16075;2016-12-22 16:59:46:308
0.0185;-0.4924;9.6365;0.0562;-0.406;9.7981;0.0268;0.0801;0.0047;0.01;0.04;0.07;0.0842;677.76;48.78;94.8;274.48;2.37;-0.33;52.158;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";17074;2016-12-22 16:59:47:307
0.0399;-0.4067;9.6626;0.0498;-0.4005;9.7983;-0.0088;0.0381;-0.0341;0.01;-0.14;0.01;0.0842;677.58;48.78;94.74;274.47;2.34;-0.29;49.566;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";18075;2016-12-22 16:59:48:308
0.0352;-0.3639;9.5674;0.0533;-0.3865;9.7989;0.0075;0.0069;0.0646;-0.02;0.01;0.04;0.0842;677.94;48.66;94.38;274.46;2.26;-0.31;47.191;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";19078;2016-12-22 16:59:49:311
0.0518;-0.3782;9.5436;0.03;-0.3874;9.7989;0.0856;-0.0055;0.0514;0.01;0.01;0.04;0.0842;677.94;48.72;94.44;274.45;2.26;-0.18;67.156;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";20074;2016-12-22 16:59:50:307
0.097;-0.3353;9.5746;0.0599;-0.3833;9.799;-0.0099;-0.018;-0.0195;0.07;-0.02;0.01;0.0842;677.28;49.08;94.68;274.47;2.24;-0.35;46.368;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";21075;2016-12-22 16:59:51:308
0.0732;-0.3687;9.6198;0.0587;-0.3882;9.7988;-0.0168;0.0034;0.0088;0.01;-0.02;0.04;0.0842;677.7;48.9;94.26;274.46;2.27;-0.34;42.852;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";22075;2016-12-22 16:59:52:308
0.0851;-0.3782;9.6436;0.0661;-0.3763;9.7992;-0.0018;-0.0099;-0.0316;0.04;-0.05;0.04;0.0842;677.88;49.14;94.26;274.45;2.2;-0.39;37.041;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";23074;2016-12-22 16:59:53:307
0.0209;-0.3568;9.6912;0.0606;-0.3742;9.7993;-0.0046;-0.0244;-0.0194;0.01;-0.05;0.04;0.0842;677.82;48.18;95.16;274.37;2.19;-0.35;32.964;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";24075;2016-12-22 16:59:54:308
0.0518;-0.3187;9.6412;0.0601;-0.3861;9.7989;0.0042;-0.0361;-0.0132;-0.02;-0.02;0.01;0.0842;677.64;49.08;94.62;274.46;2.26;-0.35;40.421;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";25075;2016-12-22 16:59:55:308
0.0613;-0.4115;9.6745;0.065;-0.3906;9.7987;-0.0027;-0.0265;0.0158;0.01;-0.05;0.01;0.0842;677.82;49.08;94.98;274.47;2.28;-0.38;38.033;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";26075;2016-12-22 16:59:56:308
0.0161;-0.7662;9.8412;0.061;-0.4185;9.7975;-0.0818;0.2836;-0.1649;-0.2;0.07;0.04;0.0842;677.4;49.14;94.32;274.49;2.45;-0.36;43.692;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";27074;2016-12-22 16:59:57:307
0.0661;-0.1044;9.8674;0.0658;-0.4459;9.7963;0.4011;-0.1029;0.0908;0.04;0.04;0.01;0.0842;677.52;46.68;97.74;274.36;2.61;-0.38;44.221;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";28076;2016-12-22 16:59:58:309
0.1113;-0.2687;9.1818;0.0606;-0.5809;9.7892;-0.221;0.3272;0.2192;0.26;-0.17;0.01;0.0842;677.7;46.98;97.02;274.47;3.4;-0.35;43.749;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";29075;2016-12-22 16:59:59:308
0.4136;-0.2949;9.4532;0.0697;-0.4617;9.7955;0.6082;0.077;-0.2146;0.04;-0.02;0.01;0.0842;677.64;46.8;97.08;274.37;2.7;-0.41;45.734;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";30075;2016-12-22 17:00:00:308
-0.2005;-0.6353;10.2458;0.4877;-0.3782;9.7872;-0.0029;0.0371;0.2246;0.04;-0.02;0.01;0.0842;678.0;46.92;97.2;274.42;2.09;-3.24;37.975;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";31074;2016-12-22 17:00:01:307
0.7731;0.0765;9.0771;0.3516;-0.3675;9.7935;-0.988;0.1023;-0.5982;0.04;-0.17;0.17;0.2526;677.34;46.38;97.56;274.31;2.18;-2.28;48.748;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";32074;2016-12-22 17:00:02:307
1.142;-0.3163;9.696;0.2849;-0.37;9.7955;0.0753;0.4211;-0.6081;-0.02;-0.02;0.1;0.0842;677.82;46.74;97.38;274.36;2.19;-1.7;46.665;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";33075;2016-12-22 17:00:03:308
-0.2957;-0.6019;10.1387;0.1778;-0.3927;9.7972;-0.5981;-0.1752;0.3369;0.04;0.01;-0.02;0.0842;677.7;46.86;97.38;274.34;2.12;-1.5;28.349;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";34074;2016-12-22 17:00:04:307
0.7588;-0.1806;9.6674;-0.0955;-0.4137;9.7975;0.4198;0.1021;-0.1395;-0.02;0.01;0.04;0.0842;677.52;46.98;97.38;274.27;2.43;0.64;32.831;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 18;"$GPGSV,5,5,18,71,07,142,,72,55,125,*75::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";35076;2016-12-22 17:00:05:309
0.0661;-0.2925;9.6555;-0.0634;-0.4028;9.7982;-0.4076;-0.0303;-0.1971;-0.02;-0.14;0.07;0.0;677.52;46.98;97.62;274.28;2.35;0.37;33.852;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 17;"$GPGSV,5,5,17,71,07,142,*49::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";36074;2016-12-22 17:00:06:307
-1.0693;-0.5638;9.7959;-0.0615;-0.3977;9.7984;0.7166;0.1019;-0.0747;-0.02;0.1;0.01;0.0842;677.28;47.22;96.96;274.28;2.32;0.36;35.466;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 19;"$GPGSV,5,5,19,65,63,354,,71,07,142,,72,55,125,*40::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";37075;2016-12-22 17:00:07:308
0.3232;-0.202;9.5912;-0.0238;-0.3932;9.7987;0.0827;-0.0061;-0.0439;0.01;-0.21;0.04;0.1684;677.7;46.92;97.26;274.28;2.3;0.14;37.02;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 19;"$GPGSV,5,5,19,65,63,354,,71,07,142,,72,55,125,*40::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";38074;2016-12-22 17:00:08:307
-0.8027;-0.4662;9.7412;-0.0251;-0.3928;9.7987;1.0575;0.1312;-0.1602;0.04;-0.27;-0.02;0.2526;677.76;47.28;97.26;274.28;2.3;0.15;34.711;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 19;"$GPGSV,5,5,19,75,54,352,,65,63,354,,72,55,125,*41::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";39075;2016-12-22 17:00:09:308
0.2018;-0.4067;9.7174;-0.0208;-0.3971;9.7986;0.0126;0.1757;0.1226;0.04;-0.24;0.01;0.0842;678.0;47.22;97.14;274.29;2.32;0.12;38.487;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 19;"$GPGSV,5,5,19,65,63,354,,71,07,142,,72,55,125,*40::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";40074;2016-12-22 17:00:10:307
0.0185;-0.3948;9.7507;0.0018;-0.3899;9.7989;-1.0321;-0.1421;-0.0215;-0.09;0.25;0.01;0.0842;677.58;47.34;97.56;274.29;2.28;-0.01;36.288;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 19;"$GPGSV,5,5,19,65,63,354,,71,07,142,,72,55,125,*40::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";41075;2016-12-22 17:00:11:308
1.0849;-0.2401;9.5365;0.001;-0.3817;9.7992;-0.967;-0.1155;-0.0114;0.01;0.25;0.01;0.0842;677.28;48.0;96.66;274.37;2.23;-0.01;36.612;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 19;"$GPGSV,5,5,19,65,63,354,,71,07,142,,72,55,125,*40::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";42075;2016-12-22 17:00:12:308
0.0185;0.2098;9.3937;-2.0E-4;-0.3354;9.8009;-0.3686;0.1335;0.5674;-0.18;0.31;2.43;0.0842;678.12;47.34;96.66;274.24;1.96;0.0;33.172;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 19;"$GPGSV,5,5,19,65,63,354,,71,07,142,,72,55,125,*40::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";43075;2016-12-22 17:00:13:308
0.2637;-0.2592;9.8245;-0.0116;-0.2908;9.8023;-0.3419;-0.1814;0.2818;0.01;-0.33;6.04;0.1684;677.94;48.36;95.76;274.28;1.7;0.07;50.524;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";44075;2016-12-22 17:00:14:308
-0.2124;-0.0735;9.3223;-0.0134;-0.2748;9.8028;0.4119;-0.0379;-0.2162;-0.02;-0.45;9.44;0.0842;674.64;47.22;93.24;274.2;1.61;0.08;30.617;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";45075;2016-12-22 17:00:15:308
-0.2933;-0.6019;9.8959;-0.1046;-0.3101;9.8012;-0.4984;-0.0973;-0.0988;-0.09;-0.7;11.39;0.0842;667.56;46.62;90.6;274.24;1.81;0.61;34.428;20.972475;105.75845;;31.198939023800342;;76.4;;0 / 20;"$GPGSV,5,5,20,75,54,352,,65,63,354,,71,07,142,,72,55,125,*7D::$GPGGA,,,,,,0,,,,,,,,*66::$GPVTG,,T,,M,,N,,K,N*2C::$GPRMC,,V,,,,,,,,,,N*53::$GPGSA,A,1,,,,,,,,,,,,,,,*1E";46075;2016-12-22 17:00:16:308
