sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.379;0.0884;-9.7279;-0.4267;-0.1055;-9.7968;0.0517;0.1949;0.1603;-1.07;0.04;-0.82;0.0;356.58;63.06;-546.0;79.44;0.84;177.57;70.504;21.016579;105.78043;-44.19;NaN;0.0;32.258064;;13 / 19;"$GPGSV,5,5,19,70,66,226,,84,54,033,,68,00,000,*43::$GPGGA,003638,2100.994692,N,10546.825655,E,1,10,0.6,7.4,M,-21.0,M,,*63::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,003638,A,2100.994692,N,10546.825655,E,0.0,,231216,1.4,W,A*2C::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.6,0.8*3D";2879011;2016-12-23 07:36:37:972
-0.4457;-0.7495;-9.9778;-0.4538;-0.1892;-9.7943;0.0137;-0.558;-0.0647;-0.06;-0.23;0.06;0.0;356.64;63.72;-546.9;79.3;0.87;177.41;67.292;21.016579;105.78043;-44.19;NaN;0.0;32.258064;;13 / 19;"$GPGSV,5,5,19,70,66,226,,84,54,033,,68,00,000,*43::$GPGGA,003639,2100.994685,N,10546.825647,E,1,10,0.7,7.4,M,-21.0,M,,*66::$GPVTG,,T,,M,0.0,N,0.0,K,A*23::$GPRMC,003639,A,2100.994685,N,10546.825647,E,0.0,,231216,1.4,W,A*28::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.7,0.8*3C";2880011;2016-12-23 07:36:38:972
-0.2695;-0.0521;-9.6374;-0.3985;-0.016;-9.7985;0.1389;-0.0357;0.4049;0.31;0.17;0.28;0.0;356.7;63.54;-547.62;80.49;-0.05;177.66;67.518;21.016575;105.78042;-44.84;NaN;1.25;32.258064;248.4;13 / 19;"$GPGSV,5,5,19,70,66,226,,84,54,033,,68,00,000,*43::$GPGGA,003640,2100.994451,N,10546.825021,E,1,10,0.7,7.1,M,-21.0,M,,*60::$GPVTG,248.4,T,248.4,M,2.4,N,4.5,K,A*24::$GPRMC,003640,A,2100.994451,N,10546.825021,E,2.4,248.4,231216,1.4,W,A*09::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.1,0.7,0.8*3D";2881011;2016-12-23 07:36:39:972
0.297;0.2479;-9.754;0.0777;0.1422;-9.8053;0.2179;0.1029;0.2382;-0.3;-0.08;0.19;0.0;356.64;63.18;-549.66;80.73;-0.47;179.85;62.045;21.016575;105.78042;-44.84;NaN;1.25;32.258064;248.4;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003641,2100.993901,N,10546.823929,E,1,10,0.7,6.9,M,-21.0,M,,*60::$GPVTG,242.6,T,242.6,M,3.4,N,6.3,K,A*21::$GPRMC,003641,A,2100.993901,N,10546.823929,E,3.4,242.6,231216,1.4,W,A*09::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.1,0.7,0.8*3D";2882011;2016-12-23 07:36:40:972
0.347;0.0193;-10.1063;0.252;0.1615;-9.8021;0.0925;-0.1438;-0.2046;-0.36;-0.05;0.15;0.0;357.12;62.94;-549.96;81.2;-0.99;-178.73;69.557;21.016552;105.78037;-47.42;NaN;2.0;32.258064;236.8;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003642,2100.993077,N,10546.822552,E,1,10,0.7,6.3,M,-21.0,M,,*60::$GPVTG,236.8,T,236.8,M,3.9,N,7.2,K,A*2C::$GPRMC,003642,A,2100.993077,N,10546.822552,E,3.9,236.8,231216,1.4,W,A*03::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.1,0.7,0.8*3D";2883012;2016-12-23 07:36:41:973
-0.241;0.3145;-9.6945;0.1007;0.0569;-9.806;-0.3438;0.2563;0.3231;0.62;-0.17;0.12;0.0;357.18;62.94;-550.92;80.4;-0.39;-179.3;58.69;21.016552;105.78037;-47.42;NaN;2.0;32.258064;236.8;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003643,2100.991642,N,10546.820458,E,1,10,0.7,5.7,M,-21.0,M,,*6D::$GPVTG,233.8,T,233.8,M,6.3,N,11.7,K,A*11::$GPRMC,003643,A,2100.991642,N,10546.820458,E,6.3,233.8,231216,1.4,W,A*03::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.7,0.8*3C";2884012;2016-12-23 07:36:42:973
-0.5242;-0.0187;-9.9492;-0.1325;-0.0112;-9.8057;-0.2702;-0.1176;0.0667;0.7;0.21;0.28;0.1684;357.9;64.14;-548.52;80.37;-0.27;179.55;67.409;21.0165;105.7803;-56.13;NaN;4.0;32.258064;233.4;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003644,2100.990034,N,10546.817873,E,1,10,0.7,3.6,M,-21.0,M,,*6A::$GPVTG,233.4,T,233.4,M,7.8,N,14.4,K,A*1D::$GPRMC,003644,A,2100.990034,N,10546.817873,E,7.8,233.4,231216,1.4,W,A*05::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.7,0.8*3C";2885010;2016-12-23 07:36:43:971
-0.3267;0.3693;-9.3637;-0.2512;0.0569;-9.8033;-0.074;0.312;0.4986;-0.24;-0.02;0.12;0.1684;356.64;63.12;-548.76;80.83;-0.33;178.53;60.255;21.0165;105.7803;-56.13;NaN;4.0;32.258064;233.4;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003645,2100.988468,N,10546.815251,E,1,10,0.7,3.1,M,-21.0,M,,*60::$GPVTG,234.4,T,234.4,M,8.3,N,15.3,K,A*1F::$GPRMC,003645,A,2100.988468,N,10546.815251,E,8.3,234.4,231216,1.4,W,A*0B::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.7,0.8*3C";2886009;2016-12-23 07:36:44:970
-0.3647;0.1503;-10.0373;-0.266;0.0567;-9.8029;-0.0938;0.0925;-0.05;0.22;-0.17;-0.3;0.1684;357.24;63.36;-548.34;80.85;-0.33;178.45;61.06;21.01645;105.780205;-55.81;NaN;4.25;32.258064;237.0;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003646,2100.986996,N,10546.812637,E,1,10,0.7,3.7,M,-21.0,M,,*64::$GPVTG,237.0,T,237.0,M,8.3,N,15.3,K,A*1F::$GPRMC,003646,A,2100.986996,N,10546.812637,E,8.3,237.0,231216,1.4,W,A*0E::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.7,0.8*3C";2887011;2016-12-23 07:36:45:972
-0.2672;0.3145;-9.7874;-0.2959;0.1336;-9.8013;0.0343;0.1784;0.1986;0.4;0.04;-0.55;0.1684;356.58;63.42;-548.94;81.52;-0.78;178.27;62.512;21.01645;105.780205;-55.81;NaN;4.25;32.258064;237.0;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003647,2100.985378,N,10546.810280,E,1,10,0.7,2.5,M,-21.0,M,,*65::$GPVTG,237.5,T,237.5,M,8.7,N,16.2,K,A*19::$GPRMC,003647,A,2100.985378,N,10546.810280,E,8.7,237.5,231216,1.4,W,A*0D::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.7,0.8*3C";2888011;2016-12-23 07:36:46:972
-0.241;0.0217;-9.8374;-0.249;0.116;-9.8028;0.014;-0.0971;0.2016;0.25;0.17;-0.09;0.1684;357.06;64.38;-548.4;81.17;-0.68;178.55;73.381;21.016392;105.780136;-62.58;NaN;4.75;32.258064;237.2;13 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003648,2100.983432,N,10546.808041,E,1,10,0.7,1.6,M,-21.0,M,,*63::$GPVTG,237.2,T,237.2,M,9.2,N,17.1,K,A*1F::$GPRMC,003648,A,2100.983432,N,10546.808041,E,9.2,237.2,231216,1.4,W,A*08::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.0,0.7,0.8*3C";2889009;2016-12-23 07:36:47:970
0.0209;0.0455;-9.6922;-0.2532;0.0221;-9.8034;0.2798;0.023;0.332;-0.21;0.17;0.4;0.1684;356.76;63.9;-548.22;80.4;-0.13;178.52;69.162;21.016392;105.780136;-62.58;NaN;4.75;32.258064;237.2;14 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003649,2100.978724,N,10546.805087,E,1,11,0.6,1.1,M,-21.0,M,,*62::$GPVTG,233.4,T,233.4,M,11.7,N,21.6,K,A*21::$GPRMC,003649,A,2100.978724,N,10546.805087,E,11.7,233.4,231216,1.4,W,A*30::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*36";2890009;2016-12-23 07:36:48:970
0.2851;0.2455;-9.8469;-0.2308;0.0597;-9.8038;0.521;0.1845;0.174;-0.76;-0.39;0.12;0.0842;356.22;64.5;-549.54;80.65;-0.35;178.65;68.122;21.016275;105.78004;-63.23;NaN;6.0;32.258064;233.7;14 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003650,2100.976544,N,10546.802574,E,1,11,0.6,1.4,M,-21.0,M,,*6B::$GPVTG,233.7,T,233.7,M,11.7,N,21.6,K,A*21::$GPRMC,003650,A,2100.976544,N,10546.802574,E,11.7,233.7,231216,1.4,W,A*3F::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*36";2891011;2016-12-23 07:36:49:972
0.2494;0.4764;-9.5136;0.2112;0.1556;-9.8031;0.0345;0.318;0.4604;0.4;0.1;-0.12;0.0842;357.12;64.62;-549.3;80.76;-0.91;-178.77;66.414;21.016275;105.78004;-63.23;NaN;6.0;32.258064;233.7;14 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003651,2100.974248,N,10546.799587,E,1,11,0.6,1.8,M,-21.0,M,,*6E::$GPVTG,234.1,T,234.1,M,12.1,N,22.5,K,A*24::$GPRMC,003651,A,2100.974248,N,10546.799587,E,12.1,234.1,231216,1.4,W,A*32::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*36";2892011;2016-12-23 07:36:50:972
-0.0553;-0.0544;-9.973;0.2841;0.0241;-9.8025;-0.3449;-0.079;0.0203;0.49;-0.2;0.06;0.0842;357.24;64.74;-548.16;79.43;-0.14;-178.34;64.332;21.016188;105.77994;-64.52;NaN;6.75;32.258064;231.7;14 / 19;"$GPGSV,5,5,19,70,66,227,,84,54,033,,68,00,000,*42::$GPGGA,003652,2100.971339,N,10546.796123,E,1,11,0.7,1.0,M,-21.0,M,,*63::$GPVTG,231.7,T,231.7,M,13.1,N,24.3,K,A*25::$GPRMC,003652,A,2100.971339,N,10546.796123,E,13.1,231.7,231216,1.4,W,A*34::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.0,0.7,0.8*37";2893012;2016-12-23 07:36:51:973
-0.0315;-0.2306;-9.8302;0.2675;-0.0553;-9.8028;-0.3032;-0.1744;0.126;-0.03;-0.08;0.52;0.0842;356.46;63.9;-549.18;78.86;0.32;-178.44;64.471;21.016188;105.77994;-64.52;NaN;6.75;32.258064;231.7;13 / 18;"$GPGSV,5,5,18,84,54,033,,68,00,000,*73::$GPGGA,003653,2100.968483,N,10546.792394,E,1,11,0.7,1.0,M,-21.0,M,,*66::$GPVTG,230.4,T,230.4,M,13.6,N,25.2,K,A*22::$GPRMC,003653,A,2100.968483,N,10546.792394,E,13.6,230.4,231216,1.4,W,A*34::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.0,0.7,0.8*37";2894009;2016-12-23 07:36:52:970
-0.1791;0.0241;-9.5993;0.0927;-0.0419;-9.8061;-0.273;0.0666;0.341;-0.46;-0.6;0.06;0.0842;356.7;63.72;-549.06;79.32;0.24;-179.46;62.509;21.016096;105.779816;-63.87;NaN;7.25;32.258064;231.2;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003654,2100.965744,N,10546.788949,E,1,11,0.6,1.2,M,-21.0,M,,*66::$GPVTG,231.2,T,231.2,M,14.1,N,26.1,K,A*22::$GPRMC,003654,A,2100.965744,N,10546.788949,E,14.1,231.2,231216,1.4,W,A*30::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*36";2895010;2016-12-23 07:36:53:971
-0.1196;0.1122;-8.909;0.0716;8.0E-4;-9.8064;-0.1917;0.1114;0.9781;-0.73;-0.17;-0.4;0.0842;356.28;63.9;-548.4;79.7;0.0;-179.58;62.437;21.016096;105.779816;-63.87;NaN;7.25;32.258064;231.2;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003655,2100.963143,N,10546.785031,E,1,11,0.6,1.0,M,-21.0,M,,*69::$GPVTG,231.4,T,231.4,M,14.6,N,27.0,K,A*25::$GPRMC,003655,A,2100.963143,N,10546.785031,E,14.6,231.4,231216,1.4,W,A*3C::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*36";2896009;2016-12-23 07:36:54:970
-0.3576;-0.114;-10.0683;0.0265;0.0655;-9.8064;-0.3845;-0.1803;-0.1232;-0.15;-0.17;-0.4;0.0842;356.76;63.72;-549.84;80.37;-0.38;-179.85;63.686;21.016012;105.779686;-61.94;NaN;7.5;35.48387;232.0;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003656,2100.960731,N,10546.781160,E,1,11,0.7,1.8,M,-21.0,M,,*62::$GPVTG,232.0,T,232.0,M,14.6,N,27.0,K,A*25::$GPRMC,003656,A,2100.960731,N,10546.781160,E,14.6,232.0,231216,1.4,W,A*39::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2897011;2016-12-23 07:36:55:972
0.1566;-0.1497;-9.8017;0.041;0.0173;-9.8065;0.1149;-0.1673;0.1552;0.25;0.13;-0.27;0.0842;357.18;63.66;-548.82;79.92;-0.1;-179.76;65.665;21.016012;105.779686;-61.94;NaN;7.5;35.48387;232.0;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003657,2100.957763,N,10546.777282,E,1,11,0.7,2.1,M,-21.0,M,,*6C::$GPVTG,232.2,T,232.2,M,15.1,N,27.9,K,A*2A::$GPRMC,003657,A,2100.957763,N,10546.777282,E,15.1,232.2,231216,1.4,W,A*39::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2898009;2016-12-23 07:36:56:970
-0.0958;0.0241;-9.2589;-0.0534;0.169;-9.805;-0.0414;-0.1478;0.717;0.25;0.07;-0.18;0.0842;357.12;63.3;-549.3;81.54;-0.99;179.69;69.786;21.015932;105.77955;-60.32;NaN;7.75;32.258064;237.1;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003658,2100.955861,N,10546.773227,E,1,11,0.7,2.3,M,-21.0,M,,*65::$GPVTG,237.1,T,237.1,M,15.1,N,27.9,K,A*2A::$GPRMC,003658,A,2100.955861,N,10546.773227,E,15.1,237.1,231216,1.4,W,A*34::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2899010;2016-12-23 07:36:57:971
-0.0101;-0.0759;-9.716;-0.0715;0.1781;-9.8048;0.0627;-0.257;0.2582;-0.46;-1.03;-0.15;0.0842;357.24;62.94;-549.6;81.64;-1.04;179.58;65.165;21.015932;105.77955;-60.32;NaN;7.75;32.258064;237.1;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003659,2100.953188,N,10546.769680,E,1,11,0.7,2.4,M,-21.0,M,,*69::$GPVTG,234.6,T,234.6,M,15.6,N,28.8,K,A*23::$GPRMC,003659,A,2100.953188,N,10546.769680,E,15.6,234.6,231216,1.4,W,A*3C::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2900011;2016-12-23 07:36:58:972
0.197;0.4288;-10.6181;-0.0893;0.1612;-9.8049;0.2881;0.2643;-0.6107;0.0;-0.51;-0.18;0.0842;357.06;63.54;-548.7;81.36;-0.94;179.48;64.88;21.015837;105.779434;-59.68;NaN;8.25;32.258064;232.6;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003700,2100.950137,N,10546.765823,E,1,11,0.7,2.5,M,-21.0,M,,*69::$GPVTG,232.6,T,232.6,M,16.0,N,29.7,K,A*28::$GPRMC,003700,A,2100.950137,N,10546.765823,E,16.0,232.6,231216,1.4,W,A*3E::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2901009;2016-12-23 07:36:59:970
0.1566;0.2193;-9.7064;-0.0284;0.1111;-9.806;0.1855;0.1062;0.2722;-0.27;-0.02;-0.09;0.0842;357.36;63.36;-547.68;81.0;-0.65;179.83;65.406;21.015837;105.779434;-59.68;NaN;8.25;32.258064;232.6;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003701,2100.947341,N,10546.761260,E,1,11,0.7,3.0,M,-21.0,M,,*60::$GPVTG,233.7,T,233.7,M,16.5,N,30.6,K,A*24::$GPRMC,003701,A,2100.947341,N,10546.761260,E,16.5,233.7,231216,1.4,W,A*36::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2902010;2016-12-23 07:37:00:971
-0.2529;-0.2996;-11.0061;-0.027;0.0508;-9.8065;-0.2253;-0.3515;-0.978;-0.21;-0.35;0.43;0.0842;357.72;64.56;-547.5;80.19;-0.3;179.84;65.908;21.015736;105.77929;-59.35;NaN;9.0;32.258064;230.0;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003702,2100.944077,N,10546.757284,E,1,11,0.7,2.6,M,-21.0,M,,*6E::$GPVTG,230.0,T,230.0,M,17.5,N,32.4,K,A*25::$GPRMC,003702,A,2100.944077,N,10546.757284,E,17.5,230.0,231216,1.4,W,A*3A::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2903012;2016-12-23 07:37:01:973
0.2994;-0.0402;-9.7564;-0.0142;0.0501;-9.8065;0.3138;-0.0911;0.2205;-0.61;0.41;0.37;0.0842;356.58;64.32;-547.92;80.29;-0.29;179.92;65.492;21.015736;105.77929;-59.35;NaN;9.0;32.258064;230.0;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003703,2100.940903,N,10546.752757,E,1,11,0.7,2.5,M,-21.0,M,,*6C::$GPVTG,231.8,T,231.8,M,18.0,N,33.3,K,A*29::$GPRMC,003703,A,2100.940903,N,10546.752757,E,18.0,231.8,231216,1.4,W,A*38::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2904010;2016-12-23 07:37:02:971
0.1042;-0.0425;-9.6517;-0.0308;0.0657;-9.8064;0.1354;-0.1092;0.2983;0.55;0.26;0.37;0.0842;356.22;63.42;-548.34;80.58;-0.38;179.82;68.066;21.015633;105.77914;-58.06;NaN;9.25;35.48387;232.6;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003704,2100.937961,N,10546.748248,E,1,11,0.7,3.0,M,-21.0,M,,*6B::$GPVTG,232.6,T,232.6,M,18.0,N,33.3,K,A*29::$GPRMC,003704,A,2100.937961,N,10546.748248,E,18.0,232.6,231216,1.4,W,A*36::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2905011;2016-12-23 07:37:03:972
-0.1124;0.2836;-9.5636;-0.044;0.1029;-9.806;-0.0683;0.1803;0.2778;-0.79;-0.2;-0.03;0.0842;356.28;64.02;-548.16;80.77;-0.6;179.74;66.98;21.015633;105.77914;-58.06;NaN;9.25;35.48387;232.6;14 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003705,2100.934800,N,10546.743246,E,1,11,0.7,3.2,M,-21.0,M,,*68::$GPVTG,233.6,T,233.6,M,18.5,N,34.2,K,A*2A::$GPRMC,003705,A,2100.934800,N,10546.743246,E,18.5,233.6,231216,1.4,W,A*33::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,29,,1.1,0.7,0.8*36";2906010;2016-12-23 07:37:04:971
0.3256;0.0193;-10.1444;0.0464;0.1628;-9.8052;0.279;-0.144;-0.3089;0.34;-0.08;-0.33;0.0842;357.12;63.3;-547.74;81.36;-0.95;-179.73;73.548;21.01552;105.77898;-54.19;NaN;9.75;38.709675;233.6;13 / 18;"$GPGSV,5,5,18,84,54,033,,68,00,000,*73::$GPGGA,003706,2100.931171,N,10546.738469,E,1,10,0.8,4.2,M,-21.0,M,,*6F::$GPVTG,233.6,T,233.6,M,19.0,N,35.1,K,A*2C::$GPRMC,003706,A,2100.931171,N,10546.738469,E,19.0,233.6,231216,1.4,W,A*39::$GPGSA,A,3,05,09,12,13,15,17,19,20,25,29,,,1.2,0.8,0.9*39";2907010;2016-12-23 07:37:05:971
0.1328;0.2383;-10.0564;0.0104;0.1546;-9.8054;0.1223;0.083;-0.2068;-0.21;0.04;-0.46;0.0842;357.12;63.3;-548.28;81.33;-0.9;-179.94;67.69;21.01552;105.77898;-54.19;NaN;9.75;38.709675;233.6;13 / 18;"$GPGSV,5,5,18,84,54,033,,68,00,000,*73::$GPGGA,003707,2100.926971,N,10546.733637,E,1,10,0.8,4.0,M,-21.0,M,,*60::$GPVTG,232.4,T,232.4,M,19.4,N,36.0,K,A*2A::$GPRMC,003707,A,2100.926971,N,10546.733637,E,19.4,232.4,231216,1.4,W,A*33::$GPGSA,A,3,05,09,12,13,15,17,19,20,25,29,,,1.2,0.8,0.9*39";2908010;2016-12-23 07:37:06:971
0.3517;-0.3901;-10.2872;-0.0111;0.1556;-9.8054;0.3629;-0.5468;-0.4125;-0.15;-0.02;-0.18;0.0842;357.3;64.08;-548.1;81.21;-0.91;179.94;67.382;21.015368;105.77882;-55.48;NaN;10.25;41.935486;230.4;13 / 18;"$GPGSV,5,5,18,84,54,033,,68,00,000,*73::$GPGGA,003708,2100.922144,N,10546.729039,E,1,10,0.8,3.8,M,-21.0,M,,*69::$GPVTG,230.4,T,230.4,M,19.9,N,36.9,K,A*2E::$GPRMC,003708,A,2100.922144,N,10546.729039,E,19.9,230.4,231216,1.4,W,A*3A::$GPGSA,A,3,05,09,12,13,15,17,19,20,25,29,,,1.2,0.8,0.9*39";2909012;2016-12-23 07:37:07:973
0.0304;0.0598;-10.1992;0.0319;0.0993;-9.8061;-0.002;-0.0411;-0.2411;0.4;0.38;0.03;0.0842;356.88;63.96;-548.22;80.66;-0.58;-179.81;67.628;21.015368;105.77882;-55.48;NaN;10.25;41.935486;230.4;13 / 18;"$GPGSV,5,5,18,84,54,033,,68,00,000,*73::$GPGGA,003709,2100.918454,N,10546.723878,E,1,10,0.8,3.8,M,-21.0,M,,*62::$GPVTG,230.9,T,230.9,M,20.9,N,38.7,K,A*24::$GPRMC,003709,A,2100.918454,N,10546.723878,E,20.9,230.9,231216,1.4,W,A*36::$GPGSA,A,3,05,09,12,13,15,17,19,20,25,29,,,1.2,0.8,0.9*39";2910012;2016-12-23 07:37:08:973
-0.0244;-0.1449;-9.9516;0.0546;0.1473;-9.8054;-0.0799;-0.2946;0.0148;-1.22;0.1;0.28;0.0842;356.94;64.08;-548.52;81.05;-0.86;-179.68;70.059;21.015259;105.77863;-56.13;NaN;11.0;41.935486;232.6;13 / 18;"$GPGSV,5,5,18,84,54,033,,68,00,000,*73::$GPGGA,003710,2100.915484,N,10546.717888,E,1,10,0.8,3.6,M,-21.0,M,,*6C::$GPVTG,232.6,T,232.6,M,21.4,N,39.6,K,A*28::$GPRMC,003710,A,2100.915484,N,10546.717888,E,21.4,232.6,231216,1.4,W,A*37::$GPGSA,A,3,02,05,09,12,13,15,17,19,20,25,,,1.2,0.8,0.9*30";2911010;2016-12-23 07:37:09:971
0.1375;0.1407;-9.4375;0.1061;0.2332;-9.8033;0.0292;-0.0975;0.5775;0.16;2.03;0.28;0.0842;355.92;62.04;-549.66;82.06;-1.36;-179.38;70.002;21.015259;105.77863;-56.13;NaN;11.0;41.935486;232.6;13 / 18;"$GPGSV,5,5,18,84,54,033,,68,00,000,*73::$GPGGA,003711,2100.911375,N,10546.712860,E,1,10,0.7,3.2,M,-21.0,M,,*68::$GPVTG,233.3,T,233.3,M,21.4,N,39.6,K,A*28::$GPRMC,003711,A,2100.911375,N,10546.712860,E,21.4,233.3,231216,1.4,W,A*3C::$GPGSA,A,3,02,05,12,13,15,17,19,20,25,29,,,1.1,0.7,0.8*3F";2912011;2016-12-23 07:37:10:972
0.2589;0.1003;-9.9754;0.1686;0.0317;-9.8051;0.0872;0.068;0.0147;1.14;1.02;-0.24;0.0842;356.4;63.36;-548.52;79.98;-0.19;-179.02;69.371;21.015112;105.778465;-56.13;NaN;11.0;35.48387;232.1;13 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003712,2100.906775,N,10546.707908,E,1,10,0.7,3.6,M,-21.0,M,,*66::$GPVTG,232.1,T,232.1,M,21.4,N,39.6,K,A*28::$GPRMC,003712,A,2100.906775,N,10546.707908,E,21.4,232.1,231216,1.4,W,A*35::$GPGSA,A,3,02,05,12,13,15,17,19,20,25,29,,,1.1,0.7,0.8*3F";2913010;2016-12-23 07:37:11:971
0.1589;0.1741;-9.5779;0.1365;0.0359;-9.8056;-0.146;0.0092;0.702;-0.79;0.24;-0.6;0.0842;356.4;63.36;-547.92;79.9;-0.11;-179.13;69.132;21.015112;105.778465;-56.13;NaN;11.0;35.48387;232.1;15 / 19;"$GPGSV,5,5,19,69,48,021,,84,54,033,,68,00,000,*42::$GPGGA,003713,2100.902615,N,10546.702370,E,1,11,0.6,3.9,M,-21.0,M,,*6B::$GPVTG,232.3,T,232.3,M,21.9,N,40.5,K,A*28::$GPRMC,003713,A,2100.902615,N,10546.702370,E,21.9,232.3,231216,1.4,W,A*38::$GPGSA,A,3,02,05,06,12,13,15,17,19,20,25,29,,1.0,0.6,0.8*39";2914009;2016-12-23 07:37:12:970
